place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Gal Vihara,Cave temple,10,0,14,24,neutral,0.812,GREAT ROCK TEMPLE IN SRI LANKA..!!!,1124,0.021352313167259787,8,3.0265039322207445,0.06462285976272053,0.05247376212732907
Galle Dutch Fort,Shops,101,16,89,206,positive,0.76,Modern stores located within beautiful restored and maintained buildings.,1754,0.11744583808437856,10,2.803360380906535,0.3292430093881107,0.2502246871349641
Galle Dutch Fort,Sea,85,5,34,124,positive,0.766,It requires two or three hours and the west side is perfect for watching amazing sunset in the sea,1754,0.07069555302166476,7,3.1600353248452673,0.22340044485793223,0.1711247407611761
Galle Dutch Fort,Restaurants,90,10,87,187,positive,0.783,"While expensive for Sri Lanka, these high end restaurants are half the price of any western.",1754,0.10661345496009123,49,1.214125175789954,0.1294420797449951,0.10135314844033118
Galle Dutch Fort,Cafes,47,4,33,84,positive,0.783,"There's a great choice of restaurants and cafes, little shops, boutiques and houses.It's nice to really walk all the streets and explore the fort on foot.",1754,0.04789053591790194,15,2.3978952727983707,0.11483648968931764,0.08991697142673571
Galle Dutch Fort,Lighthouse,20,3,25,48,neutral,0.777,"If you go to the end of lighthouse rd and climb up to the Fort you will find a wooden staircase down to a small sandy area, the water was lovely and clean and a welcome relief from the heat.",1754,0.027366020524515394,5,3.4965075614664802,0.09568549769121497,0.07434763170607403
Galle Face Green,Sunset view,77,3,36,116,positive,0.846,take a walk down Galle Face Green to watch the beautiful sunset on the Indian ocean and have these street food it is sure to be a different experience,1076,0.10780669144981413,44,1.3217558399823195,0.14249412401296382,0.1205500289149674
Galle Face Green,Souvenir stalls,38,13,83,134,neutral,0.772,"There are many food stalls along the cost and you will find spicy Sri Lankan ,Indian, Malaysian and Chinese food stalls whew you can have a good meal at a price around 5$.",1076,0.12453531598513011,49,1.214125175789954,0.15120146241250357,0.11672752898245276
Galle Face Green,Beach,51,12,52,115,neutral,0.785,"Beautiful beach, go at sunset time to get a good view.",1076,0.10687732342007435,64,0.9470623905409088,0.10121949341282947,0.07945730232907114
Galle Face Green,Family friendliness,55,4,68,127,neutral,0.759,Nice place to spend quality time with family and friends.,1076,0.11802973977695168,89,0.6173091041684409,0.07286083292694423,0.05530137219155067
Galle Face Green,Accommodation,42,8,63,113,neutral,0.779,"Across the road from some large hotels, but rather a rough grass area.Should be a smart park but is not.",1076,0.1050185873605948,90,0.6061358035703155,0.0636555258396335,0.0495876546290745
Galle Face Hotel,Food quality,10,0,1,11,positive,0.787,The following d was delicious and beds very comfortable.,36,0.3055555555555556,16,2.3333567516607996,0.7129701185630222,0.5611074833090984
Galle Face Hotel,Service quality,14,0,1,15,positive,0.817,The staff were helpful and very friendly.,36,0.4166666666666667,88,0.6286086594223741,0.26192027475932256,0.21398886447836651
Galle Face Hotel,Accommodation,8,0,2,10,positive,0.804,Had an absolutely amazing time at Galle Face Hotel!,36,0.2777777777777778,90,0.6061358035703155,0.16837105654730986,0.13537032946403713
Galle Fort Lighthouse,Lighthouse,148,5,162,315,neutral,0.778,"i've seen lighthouses so it looks ordinary to me :D but if you're in this area, there's a near home made ice cream store that offered a really delicious ice cream :D",960,0.328125,5,3.4965075614664802,1.1472915436061888,0.8925928209256149
Galle Fort Lighthouse,Shops,19,0,13,32,positive,0.759,"i've seen lighthouses so it looks ordinary to me :D but if you're in this area, there's a near home made ice cream store that offered a really delicious ice cream :D",960,0.03333333333333333,10,2.803360380906535,0.09344534603021783,0.07092501763693533
Galle Fort Lighthouse,Beach,48,2,34,84,positive,0.789,it stands tall near the galle fort...good for clicking pics...near galle beach...looks beautiful...nothing much to do really apart from watching it n clicking pics...,960,0.0875,64,0.9470623905409088,0.08286795917232952,0.06538281978696799
Galle Fort Lighthouse,Sunset view,35,1,18,54,positive,0.839,A beautiful place to take photos sunrise or sunset.,960,0.05625,44,1.3217558399823195,0.07434876599900547,0.06237861467316559
Galle Fort Lighthouse,Heritage site,13,0,12,25,positive,0.798,"Heritage mounument, stands out tall, well maintained.",960,0.026041666666666668,30,1.7047480922384253,0.044394481568708996,0.03542679629182978
Galway's Land National Park,Forest,16,3,17,36,neutral,0.783,"A nice walk in the forest, ideal for bird watching",157,0.22929936305732485,51,1.1741198411762548,0.26922493173468265,0.21080312154825653
Galway's Land National Park,Trail,10,0,12,22,neutral,0.762,There is a nice walking path going in a circle through a small forest.,157,0.14012738853503184,39,1.4423838277709342,0.20211747905070415,0.15401351903663657
Galway's Land National Park,Wildlife,4,1,16,21,neutral,0.76,The ticketing counter warned us we wouldn't see much so we were prepared and were on the lookout more for interesting trees and plants than animals.,157,0.1337579617834395,54,1.1169614273363062,0.14940248391122568,0.11354588777253152
Galway's Land National Park,Ticket price,5,5,14,24,neutral,0.774,"I don't mind contributing to supporting nature, but for western style entrance prices I expect an attempt an western style information.So basically, if you can find it you get a peaceful stroll through the woods with no idea what trees there are or where the deer normally live.",157,0.15286624203821655,94,0.5626506916305767,0.08601029680976968,0.06657196973076174
Galway's Land National Park,Value for money,4,12,0,16,negative,0.86,For locals are very cheap.,157,0.10191082802547771,112,0.38744660260548613,0.0394850040871833,0.03395710351497764
Gangaramaya Temple,Temple,251,18,138,407,positive,0.795,The Gangaramaya Buddhist Temple is very impressive.,1413,0.28803963198867655,76,0.7752121336142496,0.2232918176794052,0.17751699505512714
Gangaramaya Temple,Museum,56,3,75,134,neutral,0.775,"Worth a visit, certainly some interesting artifacts around the temple and museum area",1413,0.09483368719037509,36,1.5224265354444706,0.1443773218326674,0.11189242442031724
Gangaramaya Temple,Buddha statue,71,3,81,155,neutral,0.795,A lovely Bodhi tree and many many poses of Buddha - calm and serene as ever!,1413,0.10969568294409059,47,1.255797872190522,0.13775560522967512,0.10951570615759172
Gangaramaya Temple,Sculptures,62,6,73,141,neutral,0.781,The temple also has a number of jade and ruby Buddha statues which is very nice.,1413,0.09978768577494693,55,1.0986122886681098,0.10962797785010862,0.08561945070093484
Gangaramaya Temple,Elephants,13,2,31,46,neutral,0.765,"It is clear this elephant had some significance, but I never found out what it was.",1413,0.03255484784147204,33,1.6094379124341003,0.05239500634958854,0.040082179857435236
Gartmore Falls,Waterfall,6,0,0,6,positive,0.827,"Very beautiful waterfalls near the Reservoir, best place to swim upper side of the waterfall and scenery walk destination DO NOT MISS THE PLACE",12,0.5,24,1.927891643552635,0.9639458217763175,0.7971831946090145
Gartmore Falls,Scenic view,6,0,0,6,positive,0.847,"Very beautiful waterfalls near the Reservoir, best place to swim upper side of the waterfall and scenery walk destination DO NOT MISS THE PLACE",12,0.5,128,0.25391520998096345,0.12695760499048173,0.10753309142693802
Goyambokka Beach,Waves,71,16,45,132,positive,0.791,An amazing beach with waves to jump.,1174,0.11243611584327087,20,2.1102132003465894,0.2372641758481685,0.1876759630959013
Goyambokka Beach,Beach,226,24,32,282,positive,0.819,The beach is large and clean.,1174,0.2402044293015332,64,0.9470623905409088,0.22748858103282477,0.18631314786588346
Goyambokka Beach,Food quality,60,8,20,88,positive,0.752,"would make up for this.The beach has limited facilities, no toilets and 2-3 bar areas which serve drinks and a limited selection of food.",1174,0.07495741056218058,16,2.3333567516607996,0.1749023800222746,0.1315265897767505
Goyambokka Beach,Restaurants,65,8,36,109,positive,0.796,"Not recommended for those unfamiliar with surf conditions.Great beach umbrellas provided by the Paradise Cabanas, and the beach cafe / restaurant provides great food and drinks.",1174,0.09284497444633731,49,1.214125175789954,0.11272542092087308,0.08972943505301498
Goyambokka Beach,Sandy beach,29,2,16,47,positive,0.755,"Since the Tsunami carved out a lot of the beach sand, waves tended to dump closed to the shore.",1174,0.04003407155025554,15,2.3978952727983707,0.0959975109212295,0.07247812074552827
Gregory Lake,Mountain,31,1,23,55,positive,0.776,Nice lake surrounded by mountains and British period architecture.,920,0.059782608695652176,24,1.927891643552635,0.11525439173412493,0.08943740798568095
Gregory Lake,Family friendliness,68,4,42,114,positive,0.768,A bit steeply priced but good for kids or larger groups to see the lake.,920,0.12391304347826088,89,0.6173091041684409,0.07649264986435028,0.05874635509582102
Gregory Lake,Ticket price,29,13,74,116,neutral,0.755,you have to get used to is foreign nationals are charged an entry fee for almost every place you visit (which are either free of cost for locals or significantly lower) and gregory lake is no exception to that.,920,0.12608695652173912,94,0.5626506916305767,0.07094291329255097,0.05356189953587598
Gregory Lake,Trail,21,3,15,39,positive,0.755,"This lake has a nice path that you can walk along but people will ask if you want to go on a boat, jet ski, or a horse.",920,0.042391304347826085,39,1.4423838277709342,0.061144531829420035,0.046164121531212125
Gregory Lake,Cleanliness,71,32,2,105,positive,0.877,"Took a £1 tut tut to get there from the town had a nice walk round in clean air, sadly did find a bit of rubbish down one end it which highlights the help Sri Lanka needs in cleaning up and becoming a green destination which is what most tourists want theses days.Knocked it a star for the rubbish at one end.",920,0.11413043478260869,117,0.34377153910282454,0.03923479522369193,0.03440891541117782
Hakgala Botanic Gardens,Mountain,22,2,25,49,neutral,0.756,"Don't forget to visit the ""Fernary"" and feel free to climb up the hill.",722,0.06786703601108034,24,1.927891643552635,0.13084029159844754,0.09891526044842634
Hakgala Botanic Gardens,Ticket price,32,22,54,108,neutral,0.773,"Inside the gardens, there are no shops nor restaurants.The Rose Garden was closed but it was not informed at the time of purchase of entry tickets.We were rather disappointed but this type of exploitation should be avoided..",722,0.14958448753462603,94,0.5626506916305767,0.08416381536856271,0.06505862927989897
Hakgala Botanic Gardens,Trail,13,3,16,32,neutral,0.764,there has been lot of improvement mostly involving paving foot paths and walkways and some of it still going on.as we visited in December there was not much flowers but the wonderful weather and the quietness due to less crowds made up to it.The season for flowers is from March to August.,722,0.0443213296398892,39,1.4423838277709342,0.06392836909788074,0.04884127399078089
Hakgala Botanic Gardens,Entrance fee,11,13,30,54,neutral,0.845,"Its not worth to visit due to high entrance fee you have to pay for this garden, not much to see & dirty bathrooms .",722,0.07479224376731301,87,0.6400373552459969,0.04786982989374492,0.04045000626021446
Hakgala Botanic Gardens,Birds,12,1,9,22,positive,0.77,"Managed to see following rare and attractive birds: Scimitar Babbler, Sri Lanka White-eye, Grey Wagtail, Canary Flycatcher, Velvet-fronted Nuthatch, Tickell's Blue Flycatcher, Great tit, Purple-rumped Sunbirds, Rock Pigeon, etc.",722,0.030470914127423823,40,1.4170660197866443,0.04317929700180911,0.033248058691393016
Handunugoda Tea Estate,Tea plantation,126,3,87,216,positive,0.826,The Best Tea Plantation Experience,1134,0.19047619047619047,16,2.3333567516607996,0.4444489050782475,0.36711479559463245
Handunugoda Tea Estate,Local guide,141,2,74,217,positive,0.778,"The guides give a great explanation on the tea process, as well as other interesting plants and their uses.",1134,0.19135802469135801,66,0.9162907318741551,0.17533958449443707,0.13641419673667204
Handunugoda Tea Estate,Food quality,38,0,0,38,positive,0.811,"After the tour we went to the museum shop,tasted some great teas and came away with a few packets including the delicious white tea,no charge for the tour but there is a large jar for donations at the pay counter which is well worth giving to for the time and effort they put into showing you around this amazing place.",1134,0.03350970017636684,16,2.3333567516607996,0.07819008515265466,0.06341215905880293
Handunugoda Tea Estate,Guided tours,39,0,15,54,positive,0.84,It was in a beautifully scenic location and we started with a free guided tour.,1134,0.047619047619047616,36,1.5224265354444706,0.07249650168783194,0.06089706141777882
Handunugoda Tea Estate,Value for money,129,53,0,182,positive,0.823,"You get to see the whole process, up close and personal and taste some amazing types of tea, the virgin white tea in particular, which is world famous and very expensive.",1134,0.16049382716049382,112,0.38744660260548613,0.06218278807248542,0.0511764345836555
Henerathgoda Botanical Garden,Family friendliness,4,2,2,8,positive,0.775,"Walking distance from the Gampha city.could see lot of plant varieties.Have a big play ground,Boat service,children play ground,foods & snacks available.I can recommended for Staff day outing,families,Couples for spend few ours.",24,0.3333333333333333,89,0.6173091041684409,0.20576970138948028,0.15947151857684722
Henerathgoda Botanical Garden,Peacefulness,11,0,0,11,positive,0.778,Calm place for spend few hours,24,0.4583333333333333,129,0.24613306953890854,0.11281099020533307,0.08776695037974913
Henerathgoda Botanical Garden,Cleanliness,3,2,0,5,positive,0.864,"Main thing you get from here is quiet, clean and green environment.",24,0.20833333333333334,117,0.34377153910282454,0.07161907064642178,0.06187887703850842
Hikkaduwa Beach,Beach,386,56,99,541,positive,0.812,The restaurants on the beach have amazing food at cheap prices.,2238,0.241733690795353,64,0.9470623905409088,0.2289368870789239,0.18589675230808622
Hikkaduwa Beach,Turtles,86,20,96,202,neutral,0.784,At the top end of the beach there was a corner which was visited every day by sea turtles which was an amazing experience for children and adults alike.,2238,0.0902591599642538,16,2.3333567516607996,0.21060682030182373,0.16511574711662982
Hikkaduwa Beach,Waves,82,22,64,168,positive,0.764,This was by far the best beach I have been to in srilanka .wonderful waves and the best thing is sea is not deep more that 5ft.highly recommended for friends and families,2238,0.07506702412868632,20,2.1102132003465894,0.1584074252270898,0.12102327287349662
Hikkaduwa Beach,Coral reef,49,12,49,110,positive,0.771,"long walks along the beach with lots of restaurants and bars.Closer to the city center,the beach is more narrow,with an almost dead coral reef,ending up with the city lagoon,where the waves are more pleasant for people who don`t like high waves,and also a place where you can see some very big sea turtles.The best place for",2238,0.049151027703306524,9,2.908720896564361,0.1429666213682215,0.11022726507489877
Hikkaduwa Beach,Sandy beach,69,4,35,108,positive,0.759,Fantastic beach with fine golden sand and great snorkelling.,2238,0.04825737265415549,15,2.3978952727983707,0.11571612576506882,0.08782853945568724
Hiriketiya Beach,Beach,83,10,29,122,positive,0.81,Wonderful quite beach which would be great for kids or if you are on a honeymoon.,355,0.3436619718309859,64,0.9470623905409088,0.32546932858025596,0.26363015615000734
Hiriketiya Beach,Restaurants,16,1,21,38,neutral,0.781,By far the best restaurant for diner on this small strip (we tried all).,355,0.10704225352112676,49,1.214125175789954,0.12996269487329085,0.10150086469604015
Hiriketiya Beach,Cafes,5,0,2,7,positive,0.771,"Small beach with some lovely cafes with hammocks and shade, very relaxing and scenic.",355,0.01971830985915493,15,2.3978952727983707,0.047282441998841115,0.0364547627811065
Hiriketiya Beach,Water depth,3,0,3,6,positive,0.77,The calm shallow waters invite you with its appealing and turquois blue.,355,0.016901408450704224,13,2.540996116439044,0.042946413235589474,0.03306873819140389
Hiriketiya Beach,Family friendliness,13,2,8,23,positive,0.779,Wonderful quite beach which would be great for kids or if you are on a honeymoon.,355,0.0647887323943662,89,0.6173091041684409,0.039994674354575044,0.03115585132221396
Horton Plains National Park,Waterfall,104,13,84,201,positive,0.786,So much to see from the incredible trees to the bright pink rocks but most importantly the incredible sights of the waterfall and world’s end!,2036,0.0987229862475442,24,1.927891643552635,0.19032722021320217,0.1495971950875769
Horton Plains National Park,Trail,66,29,64,159,positive,0.767,The hike takes you on a circular path through the plains and the view of the countryside is beautiful.,2036,0.07809430255402751,39,1.4423838277709342,0.11264195904497964,0.08639638258749939
Horton Plains National Park,Mountain,35,3,40,78,neutral,0.753,"Even the drive up to the park, in the early morning, with the hills and trees tops poking through the clouds, is beautiful.",2036,0.03831041257367387,24,1.927891643552635,0.07385832426183965,0.055615318169165255
Horton Plains National Park,Wildlife,41,5,68,114,neutral,0.773,Beautiful scenery and with luck you might see some wildlife too.,2036,0.055992141453831044,54,1.1169614273363062,0.06254106223788748,0.048344241109887026
Horton Plains National Park,Rock formation,18,12,18,48,positive,0.776,So much to see from the incredible trees to the bright pink rocks but most importantly the incredible sights of the waterfall and world’s end!,2036,0.023575638506876228,20,2.1102132003465894,0.04974962358380958,0.038605707901036235
Hummanaya Blow Hole,Waves,16,0,13,29,positive,0.765,"""hoooo"" sound and you can see water like a geyser !I advise you to go there when there is wind, you will have more luck to see the wave.The price is very low, and you can see the wave every nearly 10 minutes (or maybe it was a good day for us...)I recommand this place and you have a beautiful view.Be careful for people",330,0.08787878787878788,20,2.1102132003465894,0.18544297821227604,0.14186387833239117
Hummanaya Blow Hole,Beach,18,4,8,30,positive,0.797,Before the climb starts from the visitor centre there was a lovely patch of beach that was filled with soft sand and isolated.,330,0.09090909090909091,64,0.9470623905409088,0.08609658095826443,0.06861897502373676
Hummanaya Blow Hole,Stairs,9,2,12,23,neutral,0.779,"have a beautiful view.Be careful for people who has leg problems, because you have to climb, it's not a big cliff but you have some stairs.Think to take good shoes or not to wear shoes on the rocks.",330,0.0696969696969697,47,1.255797872190522,0.08752530624358185,0.06818221356375026
Hummanaya Blow Hole,Ticket price,11,6,30,47,neutral,0.755,"sound and you can see water like a geyser !I advise you to go there when there is wind, you will have more luck to see the wave.The price is very low, and you can see the wave every nearly 10 minutes (or maybe it was a good day for us...)I recommand this place and you have a beautiful view.Be careful for people who has leg",330,0.14242424242424243,94,0.5626506916305767,0.08013509850496092,0.06050199937124549
Hummanaya Blow Hole,Weather condition,5,23,4,32,negative,0.761,the day was not very windy so we did not see anything unfortunatelly.,330,0.09696969696969697,82,0.6992262266363275,0.06780375531018934,0.05159865779105409
Hurulu Eco Park,Elephants,145,25,155,325,neutral,0.785,The Forest Department does a very good job of maintaining the park well (of course the tracks are rugged but usable) and advising the guides of the areas within the park where the elephants are likely to be.,993,0.32729103726082576,33,1.6094379124341003,0.5267546037674548,0.413502363957452
Hurulu Eco Park,Wildlife,44,17,58,119,neutral,0.782,"It is very easy to fit climibing Sigiriya in the morning and an evening/sunset safari of the Hurulu Ecopark in the same day.Elelphants are the main attraction here, though we saw other wildlife such as, wild water buffolo, eagles and other bird life.",993,0.11983887210473314,54,1.1169614273363062,0.13385539763647578,0.10467492095172407
Hurulu Eco Park,Birds,25,1,53,79,neutral,0.758,Great Park to see wild elephants and birds,993,0.07955689828801611,40,1.4170660197866443,0.11273737720356988,0.08545493192030597
Hurulu Eco Park,Local guide,35,4,31,70,positive,0.767,The Forest Department does a very good job of maintaining the park well (of course the tracks are rugged but usable) and advising the guides of the areas within the park where the elephants are likely to be.,993,0.07049345417925479,66,0.9162907318741551,0.0645924987222466,0.04954244651996314
Hurulu Eco Park,Trail,9,6,23,38,neutral,0.758,The Forest Department does a very good job of maintaining the park well (of course the tracks are rugged but usable) and advising the guides of the areas within the park where the elephants are likely to be.,993,0.038267875125881166,39,1.4423838277709342,0.055196964204728596,0.04183929886718428
Independence Memorial Hall,Sculptures,27,1,33,61,neutral,0.779,"After a hectic journey from Bentota to Colombo & to temples around the city, we took rest here in lush green garden in this memorial hall of Bandarnaike.Well built statue and well maintained gardens....",373,0.16353887399463807,55,1.0986122886681098,0.17966581664545495,0.1399596711668094
Independence Memorial Hall,Museum,14,3,16,33,neutral,0.779,"Opening Time: Always openEntrance: FreeType: Historical / Monument / ParkBest time to visit: Morning and evenings (Outdoor) Near by: National Museum, Shopping Malls, Restaurants, Walking tracksOne of the best places to see in Colombo.",373,0.08847184986595175,36,1.5224265354444706,0.13469189187578426,0.10492498377123594
Independence Memorial Hall,Trail,9,2,4,15,positive,0.795,"Nice relaxing place, surrounded by shopping malls, restaurants and walking tracks",373,0.040214477211796246,39,1.4423838277709342,0.058004711572557675,0.04611374570018335
Independence Memorial Hall,Colonial architecture,4,0,4,8,positive,0.775,"Nice Hall to commemorate the Feb 4, 1948 independence from colonial rule",373,0.021447721179624665,24,1.927891643552635,0.04134888243544525,0.03204538388747007
Independence Memorial Hall,Cleanliness,34,2,2,38,positive,0.882,"After a hectic journey from Bentota to Colombo & to temples around the city, we took rest here in lush green garden in this memorial hall of Bandarnaike.Well built statue and well maintained gardens....",373,0.10187667560321716,117,0.34377153910282454,0.03502230157079714,0.030889669985443076
Isurumuniya Temple,Temple,102,6,70,178,positive,0.789,A lovely temple.,819,0.21733821733821734,76,0.7752121336142496,0.16848322317867695,0.13293326308797612
Isurumuniya Temple,Sculptures,54,3,55,112,neutral,0.783,"makara torana.Beside the pond itself and carved into the rockface is a sculpture known as 'the man and his horse', and two sets of carvings of elephants.Many people will miss this site, but I throughly enjoyed it and would recommend others go.",819,0.13675213675213677,55,1.0986122886681098,0.1502375779375193,0.11763602352507761
Isurumuniya Temple,Cave temple,15,0,17,32,neutral,0.818,Isurumuniya rock temple is a beautiful peice of artifact as well as a relegious temple located in the secred city of Anuradhapura.,819,0.03907203907203907,8,3.0265039322207445,0.11825167989140882,0.09672987415117242
Isurumuniya Temple,Museum,22,4,31,57,neutral,0.777,The little museum has interesting carvings and the view from the top is worth the climb.,819,0.0695970695970696,36,1.5224265354444706,0.10595642554375437,0.08232814264749715
Isurumuniya Temple,Stupa,18,0,16,34,positive,0.778,"It is a beautiful complex and it is one of a few places in Anurathapura, where we can see beautiful stone carving (the lovers and horse man, king and consort) rather than the remaining cement, bricks and gigantic stupa.",819,0.04151404151404151,29,1.7386496439141066,0.07217837349582372,0.056154774579750856
Jaffna Fort,Ancient ruins,22,6,29,57,neutral,0.772,It is interesting if you like ruins as it is very large..,568,0.10035211267605634,23,1.9704512579714308,0.19773894666262598,0.15265446682354727
Jaffna Fort,Church,7,0,21,28,neutral,0.758,The Dutch church was reduced to a MASSIVE pile of rubble from bombing during the conflict and lies as a stark reminder of those times - one can only be in awe of the incredible size the walls must have been.,568,0.04929577464788732,9,2.908720896564361,0.1433876498306375,0.10868783857162323
Jaffna Fort,Coral reef,12,0,13,25,neutral,0.78,"there are great views of the lagoon, the Old Library and the Clock tower.The only draw back - the original fort was constructed with Coral, and with the restoration work you can see that they are using coral again - I understand that to restore an object you must stay as true to the original work as possible, but with current",568,0.04401408450704225,9,2.908720896564361,0.1280246873487835,0.09985925613205113
Jaffna Fort,Colonial architecture,11,2,15,28,neutral,0.782,This is one beautiful piece of Dutch architecture.,568,0.04929577464788732,24,1.927891643552635,0.0950369120061158,0.07431886518878256
Jaffna Fort,Sunset view,29,0,8,37,positive,0.848,Sunset above the dutch port is a one of great experience that can get if you ever visit Jaffna port,568,0.06514084507042253,44,1.3217558399823195,0.08610029239321447,0.07301304794944587
Jaffna Public Library,Colonial architecture,4,0,1,5,positive,0.804,Peaceful restored colonial era building,43,0.11627906976744186,24,1.927891643552635,0.224173446924725,0.1802354513274789
Jaffna Public Library,Service quality,4,2,3,9,positive,0.784,"The indexing, classification of books and arrangement according to genre, author, was in wanting.Some help from visitors who can assist the Library Management in this area can be helpful.",43,0.20930232558139536,88,0.6286086594223741,0.13156925429770622,0.10315029536940168
Jaffna Public Library,Family friendliness,5,0,4,9,positive,0.778,"Their health could certainly use it to stave off the mites.The children's park is just across the road, and the courts building a further block away.It is also easy to visit the library, and then walk a short distance, past the pillar, stadium, and around to the old fort.",43,0.20930232558139536,89,0.6173091041684409,0.12920423110502252,0.10052089179970752
Jaffna Public Library,Sculptures,2,0,3,5,neutral,0.78,"Think during the day visitors are kept out as school kids are given access.The exterior was gorgeous, with a statue of Saraswathy, the goddess of knowledge outside, set in a beautiful garden full of flowers.",43,0.11627906976744186,55,1.0986122886681098,0.1277456149614081,0.09964157966989833
Jaffna Public Library,Value for money,6,0,0,6,positive,0.8,"But, since it's free I can't complain too much!",43,0.13953488372093023,112,0.38744660260548613,0.05406231664262597,0.04324985331410078
Jami Ul-Alfar Mosque,Mosque,153,15,112,280,positive,0.795,"This is not the pace for things-to-do in Colombo, located between Bankshall Street and Second Cross Street which is full packed area, there are plenty of shops nearby this mosque, somewhat attractive painting but nothing more about this, this mosque used by local business peoples.",573,0.4886561954624782,5,3.4965075614664802,1.7085900823919973,1.358329115501638
Jami Ul-Alfar Mosque,Market,18,12,23,53,neutral,0.786,Easy to find off Second Cross street near the Aslam market.,573,0.0924956369982548,16,2.3333567516607996,0.21582531908904432,0.16963870080398885
Jami Ul-Alfar Mosque,Crowdedness,1,87,2,90,negative,0.812,"This is not the pace for things-to-do in Colombo, located between Bankshall Street and Second Cross Street which is full packed area, there are plenty of shops nearby this mosque, somewhat attractive painting but nothing more about this, this mosque used by local business peoples.",573,0.15706806282722513,122,0.3019244291673241,0.047422685209527346,0.03850722039013621
Jami Ul-Alfar Mosque,Paintings,4,1,7,12,neutral,0.768,"This is not the pace for things-to-do in Colombo, located between Bankshall Street and Second Cross Street which is full packed area, there are plenty of shops nearby this mosque, somewhat attractive painting but nothing more about this, this mosque used by local business peoples.",573,0.020942408376963352,29,1.7386496439141066,0.036411510867311134,0.02796404034609495
Jami Ul-Alfar Mosque,Parking,1,8,9,18,neutral,0.777,"It has no parking spaces , extremely crowded",573,0.031413612565445025,54,1.1169614273363062,0.035087793528889195,0.027263215571946907
Japanese Peace Pagoda - Rumassala,Stupa,133,8,77,218,positive,0.795,"Also, the paintings around the pagoda are beautiful and gives you information on Buddha life event",1731,0.12593876372039284,29,1.7386496439141066,0.2189633866974438,0.17407589242446783
Japanese Peace Pagoda - Rumassala,Sea,59,1,21,81,positive,0.771,Great views of the ocean and Galle Harbor,1731,0.04679376083188908,7,3.1600353248452673,0.14786993721113037,0.11400772158978152
Japanese Peace Pagoda - Rumassala,Forest,72,3,80,155,neutral,0.779,"Al;so very close to the two ""Jungle Beaches"" so its a good stop off after a day at the beach.",1731,0.08954361640670133,51,1.1741198411762548,0.10513493667378365,0.08190011566887746
Japanese Peace Pagoda - Rumassala,Beach,99,4,80,183,positive,0.787,As this is situated near the beach but away from the city area visiting this place will help you to relax your mind and enjoy the beauty of the sun setting and the wonderful coastal area.,1731,0.10571923743500866,64,0.9470623905409088,0.10012271373136124,0.0787965757065813
Japanese Peace Pagoda - Rumassala,Sunset view,67,2,18,87,positive,0.855,Sunset visit at a beautiful peaceful place.,1731,0.05025996533795494,44,1.3217558399823195,0.06643140270275089,0.05679884931085201
Jaya Sri Maha Bodhi,Buddha statue,15,6,97,118,neutral,0.754,This said to be the branch of the tree that gave shade to lord Buddha when he was meditating .the place very crowded during poya days and on month of may.,536,0.22014925373134328,47,1.255797872190522,0.2764629644001522,0.20845307515771477
Jaya Sri Maha Bodhi,Temple,31,8,43,82,neutral,0.778,Unfortunately we were in the Temple with Bo tree 5 minutes before the doors were closed for preach..,536,0.15298507462686567,76,0.7752121336142496,0.11859588611262772,0.09226759939562437
Jaya Sri Maha Bodhi,Stupa,7,2,17,26,neutral,0.768,"Anyway, is really near to Ruwanwelisseya Dagoba, that is definitely worth a visit.",536,0.048507462686567165,29,1.7386496439141066,0.08433748272717681,0.0647711867344718
Jaya Sri Maha Bodhi,Ancient ruins,4,1,11,16,neutral,0.754,Touts ruin what should be a solemn and peaceful site,536,0.029850746268656716,23,1.9704512579714308,0.05881944053646062,0.04434985816449131
Jaya Sri Maha Bodhi,Local guide,10,3,11,24,neutral,0.756,"As is endemic throughout Sri Lanka, you find yourself having to stave off wannabe tour guides, and overly aggressive ""park attendants"".",536,0.04477611940298507,66,0.9162907318741551,0.04102794321824575,0.031017125072993788
Jungle Beach,Beach,328,97,125,550,positive,0.806,"Very beautiful place, a lot of monkeys on the way to the beach.",1975,0.27848101265822783,64,0.9470623905409088,0.26373889356835434,0.21257354821609362
Jungle Beach,Forest,90,33,119,242,neutral,0.782,It's about a big beach erea divided between sands and rocks with calm ( low waves) waters surrounded by jungle trees and a nearby Buddhist temple.,1975,0.12253164556962025,51,1.1741198411762548,0.14386683623526766,0.11250386593597932
Jungle Beach,Rock formation,23,11,29,63,neutral,0.77,"We walked to the beach, scrambling over rocks, having been told it was worth visiting.",1975,0.03189873417721519,20,2.1102132003465894,0.06731312993510641,0.05183111005003194
Jungle Beach,Coral reef,11,6,23,40,neutral,0.77,"Spent here half a day and whilst it is a nice beach in terms of landscape and an area with clear water / rocks / corals to snorkel, the shore is truly dirty and full of rubbish (bottles, food packages etc.) There is not much shade either and to get there, you have to go up a hill - not too bad, just bear",1975,0.020253164556962026,9,2.908720896564361,0.05891080296839213,0.04536131828566194
Jungle Beach,Waves,22,9,16,47,positive,0.79,Waves aren't rough so had no problems to swim.,1975,0.02379746835443038,20,2.1102132003465894,0.050217731856349215,0.03967200816651588
