place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence
Galle Dutch Fort,Public transport access,23,5,24,52,neutral,0.8,"Plan your trip head, straight to the Fort, it’s only 1km away from the train station and well worth a visit or overnight stay in one of the beautiful, historic buildings within the Fort."
Galle Dutch Fort,Restaurants,90,10,87,187,positive,0.783,"While expensive for Sri Lanka, these high end restaurants are half the price of any western."
Galle Dutch Fort,Road access,4,2,4,10,positive,0.704,well worth a look big place to walk around great view of cricket ground over the road many shops bars etc here we came back on a night for a meal and loved it
Galle Dutch Fort,Rock formation,4,2,4,10,positive,0.764,"more besides, the cleaners pick some of the things up but not others?On the last morning i was going to go snorkelling around the rock's near the lighthouse."
Galle Dutch Fort,Safety,10,4,1,15,positive,0.791,"Safe to say we are glad we did, what a beautiful place with some stunning scenery to experience."
Galle Dutch Fort,Sandy beach,2,0,1,3,positive,0.767,"If you go to the end of lighthouse rd and climb up to the Fort you will find a wooden staircase down to a small sandy area, the water was lovely and clean and a welcome relief from the heat."
Galle Dutch Fort,Scenic view,160,3,36,199,positive,0.814,A nice walk of 2-3 hours rich of history and amazing landscape
Galle Dutch Fort,Sculptures,1,0,0,1,positive,0.84,"in Srilanka this place has something that makes one stay transfixed ,speechless and literally stuck there .What is it I couldn't figure out even with dozens of sojourns .It may be the unbelievable variety of scenery all of it dynamic ,with constant change by the minute .Seen and been to more beautiful places but none"
Galle Dutch Fort,Sea,85,5,34,124,positive,0.766,It requires two or three hours and the west side is perfect for watching amazing sunset in the sea
Galle Dutch Fort,Service quality,9,0,2,11,positive,0.807,There are very friendly staff to assist in the museums.
Galle Dutch Fort,Shops,101,16,89,206,positive,0.76,Modern stores located within beautiful restored and maintained buildings.
Galle Dutch Fort,Signage,1,0,2,3,neutral,0.747,Stunning sign of dutch architecture.
Galle Dutch Fort,Souvenir stalls,11,1,15,27,neutral,0.774,It has a great variety of places to eat and a great selection of Sri Lankan souvenirs.
Galle Dutch Fort,Stairs,2,0,4,6,neutral,0.693,Its wonderful to walk in those narrow lanes and by lanes.As you reach the edge yo climb up the steps and the fantastic view of Indian Ocean lies in front.
Galle Dutch Fort,Strong current,2,2,2,6,positive,0.773,"It does get very hot inside the Fort and the beach area does not look very pleasant, but we found a lovely place to swim possibly only during low tide."
Galle Dutch Fort,Stupa,0,0,1,1,neutral,0.74,"You can walk along the wall of the Fort .See: cannons ,fortress ,lighthouse ,pagoda ."
Galle Dutch Fort,Sunrise view,1,1,2,4,neutral,0.81,"If you can go for sunrise as the views are astonishing, not many people and it’s not so hot."
Galle Dutch Fort,Sunset view,49,2,17,68,positive,0.847,We went to the fort in the evening around sunset and the place was really beautiful.
Galle Dutch Fort,Tea plantation,0,0,1,1,neutral,0.78,We used this as a base to go on safari and to the local tea plantations too.
Galle Dutch Fort,Temple,1,0,10,11,neutral,0.745,"Have a look past the main streets , some very interesting little shops, spice shops and temples down the back streets."
Galle Dutch Fort,Ticket price,13,5,16,34,neutral,0.794,"While expensive for Sri Lanka, these high end restaurants are half the price of any western."
Galle Dutch Fort,Toilets,1,0,1,2,positive,0.79,.There is a bar there where we enjoyed cooling drinks (twice) and they provide you with a token which allows you to use nice clean toilets across the square.We both enjoyed our time at the fort and would recommend this trip.
Galle Dutch Fort,Trail,2,1,1,4,positive,0.795,Pleasant trail and beautiful view
Galle Dutch Fort,Turtles,1,0,1,2,positive,0.79,"on the bench and watch around the Indian Ocean, lovely clean water with corals and fish.If you lucky you may be able to find a sea turtle as well.In the early morning with the sun rising it makes lovely feeling warm and relaxing.If you’re going in the evening sunset is greatly worth it with amazing vibrant colors.Visit"
Galle Dutch Fort,Value for money,15,27,0,42,negative,0.856,"While expensive for Sri Lanka, these high end restaurants are half the price of any western."
Galle Dutch Fort,Viewpoint,3,0,1,4,positive,0.825,The views from top are lovely however in Galle their are so many beautiful view points.
Galle Dutch Fort,Water clarity,1,0,0,1,positive,0.92,"Galle Fort is so pretty, sitting above crystal clear water."
Galle Dutch Fort,Water depth,5,0,1,6,positive,0.73,Here you can witness ‘crazy divers/jumpers’ who for a few will jump off the fortress walls into a very narrow stretch of water 5ft deep….When the tsunami hit the area in 1998 the fort was one of the few places to be safe.
Galle Dutch Fort,Waves,2,0,5,7,neutral,0.751,The feeling is like you are in Portugal but in a poorer version :p (with some effort from the authorities it would be awesome :) )Beautiful waves crushing on the rocks.
Galle Dutch Fort,Weather condition,11,52,6,69,negative,0.737,"It does get very hot inside the Fort and the beach area does not look very pleasant, but we found a lovely place to swim possibly only during low tide."
Galle Dutch Fort,Whales,1,1,0,2,positive,0.8,"If you've going there, it's worth considering adding it to a whale watching trip at Mirissa and doing both in one day (whales morning, Galle afternoon)"
Galle Dutch Fort,Wildlife,0,0,1,1,neutral,0.74,Pay him and he will get the animals to entertain you.
Galle Face Green,Accessibility,4,0,0,4,positive,0.88,Its a Good and easy access street food market.
Galle Face Green,Accommodation,42,8,63,113,neutral,0.779,"Across the road from some large hotels, but rather a rough grass area.Should be a smart park but is not."
Galle Face Green,Ancient ruins,0,0,1,1,neutral,0.66,I only hope the development of reclaimed port city Colombo will not ruin this.
Galle Face Green,Beach,51,12,52,115,neutral,0.785,"Beautiful beach, go at sunset time to get a good view."
Galle Face Green,Birds,1,0,0,1,positive,0.84,"It’s about a kilometer long on the harborfront where are you can watch the birds, boats and also watch the construction of new land for a new suburb in Colombo, much to the consternation of the hotels and condos that have owned this ocean view for decades.Tourists"
Galle Face Green,Boat service,2,0,0,2,positive,0.82,"me and my husband went there,we spend lovely evening time,nice sunset view with the sea ,far away ships,boats,we enjoyed nice food from food huts nearby,different taste,specially ""prawns wadei'',very tastey,attractive place for evening photography,"
Galle Face Green,Bridge,2,1,0,3,positive,0.813,"beach and when you see lot of people enjoying and happy around you is even more nice feelings you get, this beach has a small over bridge where you can stand over the waves, stairs to watch from far, bay to wet your feet, street food to fill stomach, kites to fly in breezy wind, what more you want?"
Galle Face Green,Cafes,2,0,1,3,positive,0.74,One of the nicest views of the Indian Ocean from the hotel coffee shops and the staff are very friendly and helpful too
Galle Face Green,Cleanliness,34,23,3,60,positive,0.868,"this well located 'green' has seen better days.The 'Green' is now a dust hole,with litter everywhere.The cheap food stalls are tawdry,with stale dried up offerings.A little more attention by the Municipal Authorities could turn this area into an oasisof comfort and recreation"
Galle Face Green,Colonial architecture,2,2,3,7,neutral,0.791,"The area is easily reached by tuk tuk.Galle Face Green is the flanked by some of the most famous colonial buildings in Sri Lanka, good restaurants, and the old parliament buildings."
Galle Face Green,Crowdedness,9,65,3,77,negative,0.846,Huge crowds in weekends and holidays.
Galle Face Green,Entrance fee,1,0,5,6,neutral,0.79,Nearby however at the maritime museum is the elevated stupa which provides wonderful view of the harbor if you climb the stairs-no fee.
Galle Face Green,Family friendliness,55,4,68,127,neutral,0.759,Nice place to spend quality time with family and friends.
Galle Face Green,Food quality,99,13,114,226,neutral,0.711,This tasty prawn vadai is from Sri Lanka.
Galle Face Green,Fort,1,0,4,5,neutral,0.68,We enjoyed a umber of walks around and through this the Fort.
Galle Face Green,Heritage site,1,0,0,1,positive,0.8,Best place to visit and werl'd heritage site and your family are can spend time there.
Galle Face Green,Lake,0,0,1,1,neutral,0.66,Wandered down to this seafront strip after a visit to the Bahria Lake area.
Galle Face Green,Local guide,1,0,1,2,positive,0.765,A top tip from our guide was that if the sit down restaurant is chopping everything in front of you and you can see its clean that is the best to go for.We found a great open restaurant on the front with lots of staff running around and watched the chefs preparing some great street food.
Galle Face Green,Market,1,0,3,4,neutral,0.765,Its a Good and easy access street food market.
Galle Face Green,Museum,1,0,0,1,positive,0.8,Nearby however at the maritime museum is the elevated stupa which provides wonderful view of the harbor if you climb the stairs-no fee.
Galle Face Green,Noise level,0,2,0,2,negative,0.76,Saw a guy where you turn at the south end of the path mistreating the monkey - so much that the monkey was making loud noises :( Sadly no one who was around seemed to care.
Galle Face Green,Paintings,0,0,1,1,neutral,0.74,"The horizon is a canvas painted with the vibrant hues of sunset, casting a golden glow over the entire area."
Galle Face Green,Parking,4,3,6,13,neutral,0.788,Crowded during weekends and parking can be an issue.
Galle Face Green,Peacefulness,17,0,0,17,positive,0.821,"From Pettah a tuk-tuk will charge you Rs.150 - 200 to drop at Galle Face.Location : The sea at Galle face is calm nice beach area , next to colombo harbour .You will find that many people, children play at the beach and having bath and enjoy."
Galle Face Green,Public transport access,6,0,8,14,neutral,0.794,"From Pettah a tuk-tuk will charge you Rs.150 - 200 to drop at Galle Face.Location : The sea at Galle face is calm nice beach area , next to colombo harbour .You will find that many people, children play at the beach and having bath and enjoy."
Galle Face Green,Restaurants,12,0,12,24,positive,0.783,"The area is easily reached by tuk tuk.Galle Face Green is the flanked by some of the most famous colonial buildings in Sri Lanka, good restaurants, and the old parliament buildings."
Galle Face Green,Road access,9,3,12,24,neutral,0.68,"Across the road from some large hotels, but rather a rough grass area.Should be a smart park but is not."
Galle Face Green,Rock formation,0,1,2,3,neutral,0.76,"If you like adventure you can go down to the rocks, but the sea is very rough out there."
Galle Face Green,Rocky beach,1,0,0,1,positive,0.84,"It's a rocky beach so at best you can wet your toes, but there was lot of local crowd, food stalls, kite flying (100/- cheapest), and horse riding (100/- for 5 min)."
Galle Face Green,Safety,20,4,3,27,positive,0.798,Bathing / Swimming Dangerous.
Galle Face Green,Sandy beach,4,0,7,11,neutral,0.74,Most of the grass/green is just sand but it was a lovely place to see the local food stalls and the people flying kites
Galle Face Green,Scenic view,66,4,32,102,positive,0.77,Stunning views of the Indian Ocean
Galle Face Green,Sea,100,12,71,183,positive,0.749,Best place in Colombo to watch Indian ocean
Galle Face Green,Service quality,14,0,5,19,positive,0.799,One of the nicest views of the Indian Ocean from the hotel coffee shops and the staff are very friendly and helpful too
Galle Face Green,Shops,10,2,11,23,neutral,0.733,"Local families having fun in the evenings and weekends, lot of small food shops, Nice ocean view ;)"
Galle Face Green,Signage,1,0,0,1,positive,0.76,"We didn't eat at any of the stalls as we were staying at a nearby hotel, but the eateries seemed very popular with locals whoch is always a good sign."
Galle Face Green,Souvenir stalls,38,13,83,134,neutral,0.772,"There are many food stalls along the cost and you will find spicy Sri Lankan ,Indian, Malaysian and Chinese food stalls whew you can have a good meal at a price around 5$."
Galle Face Green,Stairs,2,0,1,3,positive,0.753,"enjoying and happy around you is even more nice feelings you get, this beach has a small over bridge where you can stand over the waves, stairs to watch from far, bay to wet your feet, street food to fill stomach, kites to fly in breezy wind, what more you want?"
Galle Face Green,Strong current,0,1,0,1,negative,0.84,Here you can have an idea about the Rough Sea & how difficult the marine life can be for the sailors.
Galle Face Green,Stupa,1,0,0,1,positive,0.8,Nearby however at the maritime museum is the elevated stupa which provides wonderful view of the harbor if you climb the stairs-no fee.
Galle Face Green,Sunrise view,3,0,0,3,positive,0.867,Nice walk along the breakwater to watch sunset/sunrise
Galle Face Green,Sunset view,77,3,36,116,positive,0.846,take a walk down Galle Face Green to watch the beautiful sunset on the Indian ocean and have these street food it is sure to be a different experience
Galle Face Green,Temple,1,0,0,1,positive,0.84,"In fairness the tour was very good, the temple beautiful and the driver gave us some good information."
Galle Face Green,Ticket price,9,1,7,17,positive,0.792,made freshly and quite a big variety is available at an extremely reasonable price.
Galle Face Green,Toilets,2,1,1,4,positive,0.815,Toilet facilities are available but not that clean and payable around Rs.10.
Galle Face Green,Trail,5,0,1,6,positive,0.77,Lovely park with jogging track.
Galle Face Green,Turtles,0,0,1,1,neutral,0.74,At the far end is a small area that is a turtle sanctuary
Galle Face Green,Value for money,21,3,0,24,positive,0.838,best thing is this place is free of change to anyone.
Galle Face Green,Viewpoint,0,0,1,1,neutral,0.78,"If you stop here, go for a quick stroll down the sidewalk near the shore and maybe walk out onto the Galle Face Observation Deck (a very short pier) to take a photo."
Galle Face Green,Water depth,1,1,1,3,positive,0.713,"The sea is very rough, dangerous and deep."
Galle Face Green,Waterfall,0,0,1,1,neutral,0.74,"The beach is a mosaic of life, each group adding its unique color to the vibrant tableau.As night falls, the Green takes on a different persona."
Galle Face Green,Waves,12,0,11,23,positive,0.78,"Good sea face view, walking area, activities in the evening popular with locals, but lot of construction around these days, can view large sea waves hitting the shore,"
Galle Face Green,Weather condition,10,22,3,35,negative,0.755,"The strip is somewhat of a construction site at the moment with the port city underway and a lot of other high rises, but it’s still a charming little area especially on a sunny day."
Galle Face Green,Wildlife,1,0,2,3,neutral,0.787,"Plain tea and sugar here was good, can soak in sea things on wooden benches and laugh holding sides when Barathi let loose, be unseen by western types and wonder about Cannibals and safety of fetuses, babies, toddlers and sea plants, animals!"
Galle Face Hotel,Accommodation,8,0,2,10,positive,0.804,Had an absolutely amazing time at Galle Face Hotel!
Galle Face Hotel,Family friendliness,3,0,1,4,positive,0.795,Our family had a wonderful 4 night stay.
Galle Face Hotel,Food quality,10,0,1,11,positive,0.787,The following d was delicious and beds very comfortable.
Galle Face Hotel,Peacefulness,4,0,0,4,positive,0.75,Central location but an oasis of calm from the hustle and bustle of Colombo.
Galle Face Hotel,Restaurants,3,0,1,4,positive,0.795,Dharshi was so friendly and helped with restaurant and transport.
Galle Face Hotel,Scenic view,4,0,0,4,positive,0.81,"Moreover, the restaurant is also nice with the view of ocean."
Galle Face Hotel,Sea,4,0,0,4,positive,0.75,"Moreover, the restaurant is also nice with the view of ocean."
Galle Face Hotel,Service quality,14,0,1,15,positive,0.817,The staff were helpful and very friendly.
Galle Face Hotel,Shops,0,1,0,1,negative,0.72,making it a bit difficult to determine if we were entering the correct hotel.The highlight of our stay has to be the discovering of Panthere Jewerlly Shop located within the hotel.
Galle Face Hotel,Weather condition,1,0,0,1,positive,0.8,Perfect weather to complement the delicious spread of the buffet.
Galle Fort Lighthouse,Accessibility,7,2,0,9,positive,0.849,A lovely visit accessible by both private and public transport.
Galle Fort Lighthouse,Accommodation,4,0,10,14,neutral,0.766,Do try the lighthouse hotel which is an example of beautiful architecture and awesome food.
Galle Fort Lighthouse,Ancient ruins,1,0,1,2,positive,0.79,Beautiful and important piece of archaeological importance which is a hallmark of Galle.
Galle Fort Lighthouse,Beach,48,2,34,84,positive,0.789,it stands tall near the galle fort...good for clicking pics...near galle beach...looks beautiful...nothing much to do really apart from watching it n clicking pics...
Galle Fort Lighthouse,Birds,0,0,1,1,neutral,0.66,"If you admire the Galle Fort from a bird's eye view, then, like the author of these lines, “take your hat off” to the fortification geniuses who designed this defensive facility.It was on the southeastern cape, on which the fort"
Galle Fort Lighthouse,Boat service,3,0,2,5,positive,0.776,"This position has a great advantage to see any ship, yacht or boat that sails into the harbor from here.Intersting fact is that this is the second lighthouse - the original one was bulit in 1848 and was 24 m high, unfortunately it was destroyed by fire in 1934."
Galle Fort Lighthouse,Cafes,4,1,1,6,positive,0.81,Stroll along the surrounding area for some good food and also cafes.
Galle Fort Lighthouse,Church,4,0,2,6,positive,0.787,"nice to have a quick stop,take photos,its almost like the trademark of the whole gall old town fortress, except the churches of course which i didn't visit at all"
Galle Fort Lighthouse,Cleanliness,14,4,0,18,positive,0.884,"Heritage mounument, stands out tall, well maintained."
Galle Fort Lighthouse,Colonial architecture,3,0,8,11,neutral,0.775,One of the old colonial era remnants - It is indeed a great spot to visit if you have time as you can get some very beautiful pictures here but then again; Sri Lanka is filled with such beautiful picturesque spots.
Galle Fort Lighthouse,Coral reef,1,0,2,3,neutral,0.747,"History everywhere.Amazing sight day & night.Swim beach with rock pools in ocean so will suit young to old, lots of coral thongs will be useful.Easy to find."
Galle Fort Lighthouse,Crowdedness,1,24,1,26,negative,0.833,"I'd recommend walking about, especially at dusk since the light is beautiful with the lit lighthouse, but take care regarding the crowds."
Galle Fort Lighthouse,Elephants,1,0,1,2,positive,0.77,The viewpoint is nice and you can but wooden elephants close by...
Galle Fort Lighthouse,Family friendliness,8,1,13,22,neutral,0.755,At sunset this is a popular meeting area for local families as well as tourists and is well worth being there to observe life.
Galle Fort Lighthouse,Food quality,6,0,5,11,positive,0.722,"i've seen lighthouses so it looks ordinary to me :D but if you're in this area, there's a near home made ice cream store that offered a really delicious ice cream :D"
Galle Fort Lighthouse,Fort,101,4,115,220,neutral,0.697,The walk around the fort is worth doing and the streets are super cute to explore.
Galle Fort Lighthouse,Fortress,3,0,3,6,positive,0.783,"nice to have a quick stop,take photos,its almost like the trademark of the whole gall old town fortress, except the churches of course which i didn't visit at all"
Galle Fort Lighthouse,Guided tours,0,0,1,1,neutral,0.78,Many historical facts to learn from the local tour guides
Galle Fort Lighthouse,Heritage site,13,0,12,25,positive,0.798,"Heritage mounument, stands out tall, well maintained."
Galle Fort Lighthouse,Lighthouse,148,5,162,315,neutral,0.778,"i've seen lighthouses so it looks ordinary to me :D but if you're in this area, there's a near home made ice cream store that offered a really delicious ice cream :D"
Galle Fort Lighthouse,Local guide,3,1,8,12,neutral,0.733,Great to see our guide made t more interesting.
Galle Fort Lighthouse,Mosque,6,0,3,9,positive,0.793,"This is a beautiful spot, with good views of the bay, the ramparts, the mosque and the Galle Fort area - just a shame there's big black electrical cables blotting every photograph!"
Galle Fort Lighthouse,Museum,2,0,2,4,positive,0.78,The Gallery Fort Lighthouse is a beautiful piece of history.
Galle Fort Lighthouse,Paintings,0,0,2,2,neutral,0.74,"Painted white, it is an elegant structure overlooking Galle Harbour, a major landmark and a popular tourist attraction."
Galle Fort Lighthouse,Parking,1,0,0,1,positive,0.88,Yes it's a lighthouse it's makes a great photo stage take time to have time to visit the bars and restaurants that are around the lighthouse.We were lucky to catch a cricket match on the car park.No gift shop at the lighthouse but checkout the local shopping
Galle Fort Lighthouse,Peacefulness,14,0,0,14,positive,0.797,"Pleasant walk, the fort is quiet turns walking, inside there are shops and restaurants.very different from the chaos outside."
Galle Fort Lighthouse,Public transport access,3,0,6,9,neutral,0.791,A lovely visit accessible by both private and public transport.
Galle Fort Lighthouse,Restaurants,17,0,14,31,positive,0.778,"Pleasant walk, the fort is quiet turns walking, inside there are shops and restaurants.very different from the chaos outside."
Galle Fort Lighthouse,Road access,0,0,4,4,neutral,0.63,It took us 4 hours to get to Galle via the coastal road.
Galle Fort Lighthouse,Rock formation,6,0,9,15,neutral,0.751,You can get a nice view of the Flag Rock and also put your feet in the ocean.
Galle Fort Lighthouse,Safety,7,5,1,13,positive,0.795,"But bit careful, when you go with kinds, so windy and risky slopes."
Galle Fort Lighthouse,Sandy beach,1,0,1,2,positive,0.75,"It did not take long to walk around but it was worth seeing as this is one of the landmarks of the Old Town and Fort, a World Heritage Centre.When we visited there was an old street seller, near the base of the lighthouse, selling hats.Thee is a small sandy beach near by, good views."
Galle Fort Lighthouse,Scenic view,126,2,36,164,positive,0.798,great view too
Galle Fort Lighthouse,Sculptures,0,0,1,1,neutral,0.74,Also there is fishermen sculpture they sell which is an icon for sri lanka.
Galle Fort Lighthouse,Sea,63,3,41,107,positive,0.748,View of the sea is spectacular from this vantage point
Galle Fort Lighthouse,Service quality,2,0,2,4,positive,0.78,"Got a sense of deep culture and for photography enthusiasts it's quite the place.We stopped at the lighthouse for the old English style tea.The food was lovely, the service beautiful and the ambience the view breathtaking."
Galle Fort Lighthouse,Shops,19,0,13,32,positive,0.759,"i've seen lighthouses so it looks ordinary to me :D but if you're in this area, there's a near home made ice cream store that offered a really delicious ice cream :D"
Galle Fort Lighthouse,Signage,1,0,1,2,positive,0.73,Would definitely recommend taking a guide with you as there aren't signs explaining.
Galle Fort Lighthouse,Souvenir stalls,8,0,6,14,positive,0.78,There was a hawker selling icecream which was quite nice
Galle Fort Lighthouse,Stairs,4,0,2,6,positive,0.76,Fascinating step back in time
Galle Fort Lighthouse,Strong current,0,0,7,7,neutral,0.74,"The current 26.5 m-high lighthouse was erected by the British about 100 m (330 ft) from the original site in 1939, which got destroyed in fire in 1936."
Galle Fort Lighthouse,Stupa,2,0,3,5,neutral,0.78,Good atmosphere and nice views over to the Japanese pagoda in the distance.
Galle Fort Lighthouse,Sunrise view,7,0,4,11,positive,0.836,A beautiful place to take photos sunrise or sunset.
Galle Fort Lighthouse,Sunset view,35,1,18,54,positive,0.839,A beautiful place to take photos sunrise or sunset.
Galle Fort Lighthouse,Ticket price,1,0,2,3,neutral,0.753,We had a great trip to Galle from Hikkaduwa on the Basse cruise for only 200 rupees per person on the way back.
Galle Fort Lighthouse,Toilets,1,0,0,1,positive,0.84,Room is well comfort with a beautiful bathroom and a bath tub.out side scenery is blue indian ocen and the world famouse galle light house.Really value for money
Galle Fort Lighthouse,Trail,0,0,2,2,neutral,0.7,"Nothing special about it honestly , still it will be along the path alomg fort stroll"
Galle Fort Lighthouse,Value for money,3,2,0,5,positive,0.856,"If one is interested in the works of Mr Bawa then free to explore the Light House Hotel, which is a unique design of Mr."
Galle Fort Lighthouse,Viewpoint,6,0,0,6,positive,0.827,Nice lookout spot
Galle Fort Lighthouse,Water clarity,1,0,0,1,positive,0.92,Take a swim and enjoy the green clear water
Galle Fort Lighthouse,Water depth,2,0,1,3,positive,0.767,"Got a sense of deep culture and for photography enthusiasts it's quite the place.We stopped at the lighthouse for the old English style tea.The food was lovely, the service beautiful and the ambience the view breathtaking."
Galle Fort Lighthouse,Waves,2,0,1,3,positive,0.767,"It was one of attraction that I planned for, good to visit to see old constriction and ocean view and waves hitting the solid walls of Fort.......light house is elegant looking structure that adds to the beauty.....must visit"
Galle Fort Lighthouse,Weather condition,5,19,1,25,negative,0.759,"It certainly makes for a great photo op, weather permitting."
Galway's Land National Park,Accommodation,1,1,3,5,neutral,0.772,"but some unpaved sections will be muddy in the rain.The negatives are:- Difficult to find: We had to ask several people in different hotels,"
Galway's Land National Park,Birds,13,1,25,39,neutral,0.747,We went there for birding and we indeed saw some interesting forest birds.
Galway's Land National Park,Cleanliness,0,3,0,3,negative,0.867,The path is well maintained and there is no garbage lying around.
Galway's Land National Park,Crowdedness,2,2,1,5,positive,0.82,"Absolutely pleasant way to spend an hour - for travelers who don't like noisy, crowded areas."
Galway's Land National Park,Entrance fee,2,0,5,7,neutral,0.837,"We thought this would be worth going to, on the lake side, but totally baulked at the 1500Rs entry fee for tourists."
Galway's Land National Park,Family friendliness,3,0,2,5,positive,0.736,Nicely done walkways..safe to walk even for kids.
Galway's Land National Park,Forest,16,3,17,36,neutral,0.783,"A nice walk in the forest, ideal for bird watching"
Galway's Land National Park,Information boards,1,0,0,1,positive,0.84,The paths were well marked and had helpful information boards on the local species.
Galway's Land National Park,Lake,2,0,1,3,positive,0.713,"Paying £5 to Sri Lanka National Parks for the opportunity to get away from the mass of humanity seems like good value to us and infinitely preferable to Gregory's Lake and Victoria Park, but not the place for instant gratification."
Galway's Land National Park,Local guide,2,0,2,4,positive,0.745,"Armed with our binoculars and accompanied by our knowledgeable Sri lankan driver/guide we wandered round Galway's Land and had close encounters with a buffalo and a barking deer, both of which were surprised to see us, and saw several interesting birds despite the fact that we were there in the middle of the day."
Galway's Land National Park,Market,0,0,1,1,neutral,0.74,"For the record, it is beyond the wholesale veg market on the eastern edge of town, then look carefully for the signs that are almost faded to the point of illegibility."
Galway's Land National Park,Mountain,0,0,2,2,neutral,0.66,Galways Land is a small National Park close to the hill resort of Nuwara Elliya.
Galway's Land National Park,Noise level,0,2,0,2,negative,0.82,"Absolutely pleasant way to spend an hour - for travelers who don't like noisy, crowded areas."
Galway's Land National Park,Parking,0,1,3,4,neutral,0.765,But parking might be a problem on a busy date.
Galway's Land National Park,Peacefulness,10,0,0,10,positive,0.792,Great place for a quiet peaceful walk.
Galway's Land National Park,Public transport access,2,0,1,3,positive,0.78,You can find the access road near ctb bus depot of nuwaraeliya with direction signs.Two km walk through this nice forest is really amazing in cool breeze.
Galway's Land National Park,Road access,2,0,7,9,neutral,0.67,You can find the access road near ctb bus depot of nuwaraeliya with direction signs.Two km walk through this nice forest is really amazing in cool breeze.
Galway's Land National Park,Rock formation,0,0,1,1,neutral,0.66,"Rock squirrels, jungle fowl and several species of endemic and migrant bird species."
Galway's Land National Park,Safety,4,1,0,5,positive,0.792,Nicely done walkways..safe to walk even for kids.
Galway's Land National Park,Scenic view,0,0,3,3,neutral,0.703,"sorry, that is a ridiculous price for a 1km walk with little to no views.Luckily our tut tut was still there so we went to Victoria Park"
Galway's Land National Park,Service quality,2,0,0,2,positive,0.8,The paths were well marked and had helpful information boards on the local species.
Galway's Land National Park,Signage,2,0,5,7,neutral,0.74,You can find the access road near ctb bus depot of nuwaraeliya with direction signs.Two km walk through this nice forest is really amazing in cool breeze.
Galway's Land National Park,Stairs,0,0,2,2,neutral,0.74,(But the first trail is paved while the second one is paved only for the first 100 meters or so and then at a latter point where there are steps.) The second trails continues for 1350 meters and ends at the place you started.
Galway's Land National Park,Ticket price,5,5,14,24,neutral,0.774,"I don't mind contributing to supporting nature, but for western style entrance prices I expect an attempt an western style information.So basically, if you can find it you get a peaceful stroll through the woods with no idea what trees there are or where the deer normally live."
Galway's Land National Park,Toilets,0,1,0,1,negative,0.8,that definelty is a rip off as there isn't much effort put in by the authorities provide any facilities or to maintain the place expect for a couple of washrooms (which we didn't check out.)
Galway's Land National Park,Trail,10,0,12,22,neutral,0.762,There is a nice walking path going in a circle through a small forest.
Galway's Land National Park,Value for money,4,12,0,16,negative,0.86,For locals are very cheap.
Galway's Land National Park,Viewpoint,1,0,0,1,positive,0.8,The ticketing counter warned us we wouldn't see much so we were prepared and were on the lookout more for interesting trees and plants than animals.
Galway's Land National Park,Waterfall,0,1,0,1,negative,0.8,There are very steep falls on another side.
Galway's Land National Park,Weather condition,0,6,0,6,negative,0.78,A true experience of a high land rain forest.Easy to reach..only 5 min form the city.
Galway's Land National Park,Wildlife,4,1,16,21,neutral,0.76,The ticketing counter warned us we wouldn't see much so we were prepared and were on the lookout more for interesting trees and plants than animals.
Gangaramaya Temple,Accessibility,8,0,0,8,positive,0.875,There are two separate temples accessible with same ticket so keep hold of ticket till you visit both.
Gangaramaya Temple,Accommodation,4,0,9,13,neutral,0.765,It is situated in the city centre.Only few kilometers from major hotels in Colombo.It’s just like a museum.So many ancient and beautiful things in that place.All should visit this temple.
Gangaramaya Temple,Ancient ruins,0,0,2,2,neutral,0.74,The Buddha temple with lots of archaeological relics.
Gangaramaya Temple,Birds,1,0,1,2,positive,0.79,"Beautiful birds like Storks, ..beadutiful collections buddha statues."
Gangaramaya Temple,Boat service,0,0,1,1,neutral,0.74,"Ganga = River; Rama = Temple.Gangarama used to locate in the middle of a lake, and people had to get to the temple in boats."
Gangaramaya Temple,Bridge,0,0,1,1,neutral,0.74,"The temple is constructed on three platforms over water, connected to the mainland by pontoon bridges."
Gangaramaya Temple,Buddha statue,71,3,81,155,neutral,0.795,A lovely Bodhi tree and many many poses of Buddha - calm and serene as ever!
Gangaramaya Temple,Cave,0,0,1,1,neutral,0.66,The Dmbulla Cave Temples and the Alu Viharaya Temple in Matale would give you a much better feeling about Buddhism in Sri Lanka...
Gangaramaya Temple,Cave temple,0,0,1,1,neutral,0.78,The Dmbulla Cave Temples and the Alu Viharaya Temple in Matale would give you a much better feeling about Buddhism in Sri Lanka...
Gangaramaya Temple,Church,2,0,0,2,positive,0.84,"Anywhere else in the world at temples, churches, mosques, synagogues and other places of worship are kept clean by worshippers, people who take pride in their place of worship."
Gangaramaya Temple,Cleanliness,16,9,1,26,positive,0.873,It’s well maintained and certainly worth a visit.
Gangaramaya Temple,Colonial architecture,0,0,1,1,neutral,0.74,"from the entrance, but I was overwhelmed when I entered the building.It was built to revive Buddhism, which was reduced during the colonial period, and although it is an old temple in Sri Lanka, it has a relatively short history, and it is really unique in that it is a mixture of Hindu-like statues, Chinese warlords, Japanese"
Gangaramaya Temple,Crowdedness,4,25,1,30,negative,0.819,"It is worth visiting, although often crowded because of many turists going there."
Gangaramaya Temple,Elephants,13,2,31,46,neutral,0.765,"It is clear this elephant had some significance, but I never found out what it was."
